Item;ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;Region;Nº_Habitantes
3260;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BUCARAMANGA;Venezuela;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3262;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BUCARAMANGA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;3;Región Centro Oriente;2008841
3358;SI;2021;2021;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BUCARAMANGA;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3359;SI;2021;2021;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BUCARAMANGA;Venezuela;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3453;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BUCARAMANGA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3455;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;BUCARAMANGA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3559;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BUCARAMANGA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3560;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BUCARAMANGA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3561;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BUCARAMANGA;Venezuela;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3563;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BUCARAMANGA;Venezuela;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2235;SI;2017;2017;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;CHARTA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2956;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CHIPATÁ;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1743;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Santander;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;CIMITARRA;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
1784;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Santander;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;CIMITARRA;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
2233;SI;2017;2017;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CIMITARRA;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
2422;SI;2018;2018;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;CIMITARRA;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
2423;SI;2018;2018;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;CIMITARRA;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
3558;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;CIMITARRA;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
2639;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;INFANCIA 6 - 11;SI;SI;SI;Ley 906;CURITÍ;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1100;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;EL CARMEN DE CHUCURÍ;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1235;NO;2021;2021;NO;SI;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;EL CARMEN DE CHUCURÍ;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1236;NO;2021;2021;NO;SI;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;EL CARMEN DE CHUCURÍ;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;MASCULINO;2;Región Centro Oriente;2008841
3456;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;EL CARMEN DE CHUCURÍ;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;MASCULINO;2;Región Centro Oriente;2008841
3457;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;EL CARMEN DE CHUCURÍ;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
642;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;EL PEÑÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Caribe;2008841
307;NO;2017;2017;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;NO;SI;NO;Ley 906;FLORIÁN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
312;NO;2018;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
462;NO;2018;2018;NO;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
639;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1095;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;FLORIDABLANCA;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1096;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;FLORIDABLANCA;Venezuela;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;2;Región Centro Oriente;2008841
1469;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;NO;NO;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1554;NO;2022;2022;NO;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;FLORIDABLANCA;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1698;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1816;NO;2022;2022;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2424;SI;2018;2018;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;3;Región Centro Oriente;2008841
2494;SI;2018;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2701;SI;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;FLORIDABLANCA;Venezuela;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3150;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3153;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3263;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;2;Región Centro Oriente;2008841
3454;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 1098;FLORIDABLANCA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
238;NO;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;GIRÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
857;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;GIRÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
907;NO;2020;2020;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;GIRÓN;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2234;SI;2017;2017;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;GIRÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2425;SI;2018;2018;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;GIRÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2957;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;GIRÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2960;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;GIRÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2961;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;GIRÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3059;SI;2020;2020;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;GIRÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3258;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;GIRÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
236;NO;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;GUACA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
239;NO;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;GÜEPSA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3261;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;GÜEPSA;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1942;SI;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;LA PAZ;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Caribe;2008841
640;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;LANDÁZURI;N/A;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
2742;SI;2019;2019;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;LANDÁZURI;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
3060;SI;2020;2020;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;LANDÁZURI;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
1697;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;LEBRÍJA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1703;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;LEBRÍJA;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;N/A;1;Región Centro Oriente;2008841
1829;NO;2022;2022;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;LEBRÍJA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2426;SI;2018;2018;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;LEBRÍJA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2824;SI;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;LEBRÍJA;Venezuela;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2741;SI;2019;2019;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;TERMINACIÓN ANTICIPADA;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;LOS SANTOS;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
422;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PIEDECUESTA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
859;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PIEDECUESTA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;MASCULINO;1;Región Centro Oriente;2008841
860;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;PIEDECUESTA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
941;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;NO;NO;NO;Ley 906;PIEDECUESTA;Colombia;SI;DIRECCIÓN SECCIONAL DE SANTANDER;MASCULINO;1;Región Centro Oriente;2008841
1207;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PIEDECUESTA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
2745;SI;2019;2019;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;PIEDECUESTA;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3151;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PIEDECUESTA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
3259;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PIEDECUESTA;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
316;NO;2018;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;PRIMERA INFANCIA 0 - 5;SI;NO;NO;Ley 906;PUENTE NACIONAL;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;MASCULINO;1;Región Centro Oriente;2008841
317;NO;2018;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;PUENTE NACIONAL;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Centro Oriente;2008841
1914;NO;2023;2023;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Santander;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;PUERTO WILCHES;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
1916;NO;2023;2023;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR CONCURSO DE PERSONAS. ART. 104B L.C;Santander;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;PUERTO WILCHES;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
2493;SI;2018;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PUERTO WILCHES;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
3557;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PUERTO WILCHES;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
2746;SI;2019;2019;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;RIONEGRO;N/A;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Eje Cafetero - Antioquia;2008841
2959;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;RIONEGRO;Chile;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1;Región Eje Cafetero - Antioquia;2008841
638;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SABANA DE TORRES;N/A;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
1555;NO;2022;2022;NO;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SABANA DE TORRES;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
1701;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SABANA DE TORRES;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Región Centro Oriente;2008841
