Item;ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;Region;Nß_Habitantes
2064;SI;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;ANOR÷;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
137;NO;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;APARTAD‡;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
538;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;APARTAD‡;N/A;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
955;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;APARTAD‡;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;2;Regi¢n Eje Cafetero - Antioquia;5974788
1167;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;APARTAD‡;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2401;SI;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR CONCURSO DE PERSONAS. ART. 104B L.C;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;APARTAD‡;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3325;SI;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;APARTAD‡;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3326;SI;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;APARTAD‡;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3327;SI;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;APARTAD‡;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1785;NO;2022;2022;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BARBOSA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2257;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BARBOSA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2518;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BARBOSA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2526;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BARBOSA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;MASCULINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
70;NO;2016;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 1098;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
256;NO;2017;2017;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;NO;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
530;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BELLO;N/A;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
531;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
533;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BELLO;N/A;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
758;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
762;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACI‡N;ADULTO MAYOR DE 60;SI;SI;NO;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
763;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1162;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;MASCULINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1168;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1579;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1789;NO;2022;2022;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2002;SI;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2005;SI;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;SI;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2151;SI;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2258;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2517;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2530;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;2;Regi¢n Eje Cafetero - Antioquia;5974788
2860;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2861;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;MASCULINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2868;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BELLO;N/A;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2872;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2874;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTO MAYOR DE 60;SI;SI;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3083;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BELLO;N/A;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3205;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BELLO;N/A;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3366;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3368;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BELLO;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2527;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BETULIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3039;SI;2020;2020;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BETULIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3284;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Antioquia;ACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BETULIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1239;NO;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTO MAYOR DE 60;SI;SI;SI;Ley 906;CµCERES;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1303;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CµCERES;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1574;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CALDAS;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;2;Regi¢n Eje Cafetero - Antioquia;5974788
2250;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CALDAS;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2521;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CALDAS;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3206;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;Ley 906;CALDAS;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3373;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;TERMINACI‡N ANTICIPADA;SIN DATO;SI;NO;SI;Ley 906;CAREPA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1934;SI;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CAUCASIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2265;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;NO;SI;Ley 906;CAUCASIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2440;SI;2018;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;SI;SI;Ley 906;CAUCASIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3200;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 A•OS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Antioquia;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;CAUCASIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3581;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CAUCASIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3582;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CAUCASIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;MASCULINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3584;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CAUCASIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2522;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CIUDAD BOL÷VAR;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3036;SI;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 A•OS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 1098;CIUDAD BOL÷VAR;N/A;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2248;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CONCEPCI‡N;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2757;SI;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CONCORDIA;N/A;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3172;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CONCORDIA;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
259;NO;2017;2017;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;INFANCIA 6 - 11;SI;SI;SI;Ley 1098;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
683;NO;2019;2019;NO;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1237;NO;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;MASCULINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1238;NO;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1572;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INVESTIGACI‡N;SIN DATO;SI;SI;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
1885;NO;2023;2023;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INVESTIGACI‡N;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2531;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2862;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
2863;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;MASCULINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3084;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3210;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;2;Regi¢n Eje Cafetero - Antioquia;5974788
3489;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
3495;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;COPACABANA;Colombia;NO;DIRECCI‡N SECCIONAL DE MEDELL÷N;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
768;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;EBêJICO;Colombia;NO;DIRECCI‡N SECCIONAL DE ANTIOQUIA;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;5974788
